Trial.ID	Target.ID	Lexicality	Morphtype	Target	Prime	Primetype	Logfreq.Zipf.t	Lent	Lenp	Logfreq.Zipf.p	Nt	Np	Rotation	Language
111036	36	WORD	TR	flesh	fleshy	rel	4,15	5	6	2,95	4	2	A	eng
121036	36	WORD	TR	flesh	lovers	ctrl	4,15	5	6	3,98	4	14	B	eng
111037	37	WORD	TR	gloom	gloomy	rel	3,6	5	6	3,63	5	2	A	eng
121037	37	WORD	TR	gloom	miller	ctrl	3,6	5	6	4,12	5	19	B	eng
111038	38	WORD	TR	golf	golfer	rel	4,52	4	6	3,54	8	4	A	eng
121038	38	WORD	TR	golf	thinly	ctrl	4,52	4	6	3,32	8	5	B	eng
111039	39	WORD	TR	guilt	guilty	rel	3,83	5	6	4,57	4	1	A	eng
121039	39	WORD	TR	guilt	formal	ctrl	3,83	5	6	4,17	4	4	B	eng
111040	40	WORD	TR	marsh	marshy	rel	3,77	5	6	2,63	7	2	A	eng
121040	40	WORD	TR	marsh	thorny	ctrl	3,77	5	6	3,03	7	4	B	eng
111041	41	WORD	TR	mourn	mourner	rel	3,13	5	7	2	6	4	A	eng
121041	41	WORD	TR	mourn	tripper	ctrl	3,13	5	7	2,39	6	5	B	eng
111042	42	WORD	TR	nymph	nymphet	rel	2,72	5	7	1,3	1	0	A	eng
121042	42	WORD	TR	nymph	acutely	ctrl	2,72	5	7	3,02	1	0	B	eng
111043	43	WORD	TR	poet	poetry	rel	4,09	4	6	4,1	18	0	A	eng
121043	43	WORD	TR	poet	dealer	ctrl	4,09	4	6	4,17	18	12	B	eng
111044	44	WORD	TR	risk	risky	rel	4,98	4	5	4,09	10	5	A	eng
121044	44	WORD	TR	risk	downs	ctrl	4,98	4	5	3,86	10	7	B	eng
111045	45	WORD	TR	soft	soften	rel	4,68	4	6	3,48	21	3	A	eng
121045	45	WORD	TR	soft	heroic	ctrl	4,68	4	6	3,7	21	1	B	eng
111046	46	WORD	TR	toast	toaster	rel	4,27	5	7	3,29	5	6	A	eng
121046	46	WORD	TR	toast	wishful	ctrl	4,27	5	7	3	5	1	B	eng
111047	47	WORD	TR	train	trainee	rel	4,98	5	7	3,56	14	3	A	eng
121047	47	WORD	TR	train	cookery	ctrl	4,98	5	7	3,91	14	2	B	eng
111048	48	WORD	TR	tuft	tufted	rel	2,45	4	6	2,31	14	1	A	eng
121048	48	WORD	TR	tuft	silken	ctrl	2,45	4	6	2,42	14	3	B	eng
111049	49	WORD	TR	view	viewer	rel	5,16	4	6	3,76	6	1	A	eng
121049	49	WORD	TR	view	ranger	ctrl	5,16	4	6	3,7	6	15	B	eng
111050	50	WORD	TR	widow	widowed	rel	3,78	5	7	3	1	1	A	eng
121050	50	WORD	TR	widow	beastly	ctrl	3,78	5	7	3	1	1	B	eng
121051	51	WORD	OP	amen	palpably	ctrl	3,9	4	8	1,97	24	1	A	eng
111051	51	WORD	OP	amen	amenable	rel	3,9	4	8	2,51	24	0	B	eng
121052	52	WORD	OP	audit	selfless	ctrl	3,65	5	8	3,07	5	0	A	eng
111052	52	WORD	OP	audit	audition	rel	3,65	5	8	3,91	5	1	B	eng
121053	53	WORD	OP	brisk	foundry	ctrl	3,35	5	7	2,99	5	1	A	eng
111053	53	WORD	OP	brisk	brisket	rel	3,35	5	7	2,51	5	1	B	eng
121054	54	WORD	OP	buzz	loyally	ctrl	4,31	4	7	2,39	7	3	A	eng
111054	54	WORD	OP	buzz	buzzard	rel	4,31	4	7	3,14	7	1	B	eng
121055	55	WORD	OP	count	service	ctrl	4,71	5	7	5,2	7	1	A	eng
111055	55	WORD	OP	count	country	rel	4,71	5	7	5,65	7	0	B	eng
121056	56	WORD	OP	court	developer	ctrl	5,1	5	9	3,83	5	1	A	eng
111056	56	WORD	OP	court	courteous	rel	5,1	5	9	2,69	5	1	B	eng
121057	57	WORD	OP	crypt	dweller	ctrl	2,87	5	7	2,53	2	1	A	eng
111057	57	WORD	OP	crypt	cryptic	rel	2,87	5	7	2,89	2	0	B	eng
121058	58	WORD	OP	depart	production	ctrl	3,27	6	10	4,55	1	0	A	eng
111058	58	WORD	OP	depart	department	rel	3,27	6	10	4,74	1	1	B	eng
121059	59	WORD	OP	disc	starter	ctrl	3,76	4	7	4,27	8	5	A	eng
111059	59	WORD	OP	disc	discern	rel	3,76	4	7	2,51	8	0	B	eng
121060	60	WORD	OP	facet	distantly	ctrl	2,71	5	9	2,24	4	0	A	eng
111060	60	WORD	OP	facet	facetious	rel	2,71	5	9	2,41	4	1	B	eng
121061	61	WORD	OP	fleet	simplify	ctrl	4,05	5	8	3,2	8	0	A	eng
111061	61	WORD	OP	fleet	fleeting	rel	4,05	5	8	3,2	8	4	B	eng
121062	62	WORD	OP	fruit	alcoholic	ctrl	4,73	5	9	3,77	4	0	A	eng
111062	62	WORD	OP	fruit	fruitless	rel	4,73	5	9	2,75	4	0	B	eng
121063	63	WORD	OP	gloss	sufferer	ctrl	3,38	5	8	2,69	11	1	A	eng
111063	63	WORD	OP	gloss	glossary	rel	3,38	5	8	1,81	11	0	B	eng
121064	64	WORD	OP	gruel	existent	ctrl	2,61	5	8	3,13	2	1	A	eng
111064	64	WORD	OP	gruel	grueling	rel	2,61	5	8	1,47	2	1	B	eng
121065	65	WORD	OP	infant	validity	ctrl	3,48	6	8	2,81	2	0	A	eng
111065	65	WORD	OP	infant	infantry	rel	3,48	6	8	3,43	2	0	B	eng
121066	66	WORD	OP	invent	murderous	ctrl	3,72	6	9	3,13	5	0	A	eng
111066	66	WORD	OP	invent	inventory	rel	3,72	6	9	2,97	5	1	B	eng
121067	67	WORD	OP	liquid	extremism	ctrl	4,25	6	9	3,36	0	1	A	eng
111067	67	WORD	OP	liquid	liquidate	rel	4,25	6	9	2,31	0	0	B	eng
121068	68	WORD	OP	plum	broiler	ctrl	3,79	4	7	1,47	14	1	A	eng
111068	68	WORD	OP	plum	plumage	rel	3,79	4	7	3,04	14	0	B	eng
121069	69	WORD	OP	quest	actually	ctrl	4,11	5	8	5,79	5	0	A	eng
111069	69	WORD	OP	quest	question	rel	4,11	5	8	5,6	5	0	B	eng
121070	70	WORD	OP	ration	steadily	ctrl	3,29	6	8	3,51	10	0	A	eng
111070	70	WORD	OP	ration	rational	rel	3,29	6	8	3,59	10	2	B	eng
121071	71	WORD	OP	scull	narrowly	ctrl	2,62	5	8	3,39	2	0	A	eng
111071	71	WORD	OP	scull	scullery	rel	2,62	5	8	2,76	2	1	B	eng
121072	72	WORD	OP	secret	obviously	ctrl	4,93	6	9	5,34	0	0	A	eng
111072	72	WORD	OP	secret	secretary	rel	4,93	6	9	5,02	0	0	B	eng
121073	73	WORD	OP	splint	idealism	ctrl	3,07	6	8	2,78	2	2	A	eng
111073	73	WORD	OP	splint	splinter	rel	3,07	6	8	2,93	2	3	B	eng
121074	74	WORD	OP	stilt	gaseous	ctrl	2,54	5	7	2,41	7	0	A	eng
111074	74	WORD	OP	stilt	stilted	rel	2,54	5	7	2,3	7	3	B	eng
121075	75	WORD	OP	thick	scruffy	ctrl	4,52	5	7	3,4	6	2	A	eng
111075	75	WORD	OP	thick	thicket	rel	4,52	5	7	2,55	6	2	B	eng
111076	76	WORD	OP	amp	ample	rel	2,91	3	5	3,27	41	4	A	eng
121076	76	WORD	OP	amp	widen	ctrl	2,91	3	5	3,23	41	8	B	eng
111077	77	WORD	OP	arch	archer	rel	3,88	4	6	3,47	15	3	A	eng
121077	77	WORD	OP	arch	feudal	ctrl	3,88	4	6	2,84	15	0	B	eng
111078	78	WORD	OP	board	boarder	rel	5,1	5	7	2,58	6	3	A	eng
121078	78	WORD	OP	board	factual	ctrl	5,1	5	7	3,2	6	0	B	eng
111079	79	WORD	OP	brand	brandy	rel	4,68	5	6	3,83	12	5	A	eng
121079	79	WORD	OP	brand	safely	ctrl	4,68	5	6	4,32	12	3	B	eng
111080	80	WORD	OP	coast	coaster	rel	4,86	5	7	3,67	4	5	A	eng
121080	80	WORD	OP	coast	muffler	ctrl	4,86	5	7	2,37	4	2	B	eng
111081	81	WORD	OP	craft	crafty	rel	4,06	5	6	3,37	6	4	A	eng
121081	81	WORD	OP	craft	vainly	ctrl	4,06	5	6	1,7	6	2	B	eng
111082	82	WORD	OP	crook	crooked	rel	3,43	5	7	3,22	9	6	A	eng
121082	82	WORD	OP	crook	pottery	ctrl	3,43	5	7	4,14	9	3	B	eng
111083	83	WORD	OP	earl	early	rel	3,97	4	5	5,32	22	10	A	eng
121083	83	WORD	OP	earl	within	ctrl	3,97	4	6	5,22	22	3	B	eng
111084	84	WORD	OP	flick	flicker	rel	3,85	5	7	2,99	10	4	A	eng
121084	84	WORD	OP	flick	adviser	ctrl	3,85	5	7	3,96	10	4	B	eng
111085	85	WORD	OP	glut	gluten	rel	2,74	4	6	3,06	13	1	A	eng
121085	85	WORD	OP	glut	bridal	ctrl	2,74	4	6	3,22	13	0	B	eng
111086	86	WORD	OP	heart	hearty	rel	5,3	5	6	3,39	6	2	A	eng
121086	86	WORD	OP	heart	folder	ctrl	5,3	5	6	2,94	6	13	B	eng
111087	87	WORD	OP	helm	helmet	rel	3,38	4	6	4,08	15	4	A	eng
121087	87	WORD	OP	helm	brutal	ctrl	3,38	4	6	3,99	15	0	B	eng
111088	88	WORD	OP	iron	irony	rel	4,52	4	5	3,73	15	2	A	eng
121088	88	WORD	OP	iron	sandy	ctrl	4,52	4	5	4,05	15	24	B	eng
111089	89	WORD	OP	numb	number	rel	3,47	4	6	5,56	5	6	A	eng
121089	89	WORD	OP	numb	really	ctrl	3,47	4	6	6,29	5	3	B	eng
111090	90	WORD	OP	organ	organic	rel	3,99	5	7	4	6	0	A	eng
121090	90	WORD	OP	organ	leaflet	ctrl	3,99	5	7	3,42	6	0	B	eng
111091	91	WORD	OP	plan	planet	rel	5,2	4	6	4,66	28	3	A	eng
121091	91	WORD	OP	plan	editor	ctrl	5,2	4	6	4,39	28	0	B	eng
111092	92	WORD	OP	pluck	plucky	rel	3,38	5	6	3,06	6	2	A	eng
121092	92	WORD	OP	pluck	winger	ctrl	3,38	5	6	3,41	6	20	B	eng
111093	93	WORD	OP	putt	putty	rel	3,63	4	5	2,87	24	18	A	eng
121093	93	WORD	OP	putt	fishy	ctrl	3,63	4	5	3,61	24	6	B	eng
111094	94	WORD	OP	sign	signet	rel	4,98	4	6	2,4	8	3	A	eng
121094	94	WORD	OP	sign	frosty	ctrl	4,98	4	6	3,51	8	2	B	eng
111095	95	WORD	OP	snip	sniper	rel	3,64	4	6	3,15	18	4	A	eng
121095	95	WORD	OP	snip	hourly	ctrl	3,64	4	6	3,01	18	2	B	eng
111096	96	WORD	OP	treat	treaty	rel	4,75	5	6	4,06	6	2	A	eng
121096	96	WORD	OP	treat	angler	ctrl	4,75	5	6	2,78	6	3	B	eng
111097	97	WORD	OP	troll	trolley	rel	3,32	5	7	3,82	8	3	A	eng
121097	97	WORD	OP	troll	naughty	ctrl	3,32	5	7	4,24	8	1	B	eng
111098	98	WORD	OP	trump	trumpet	rel	4,07	5	7	3,82	9	3	A	eng
121098	98	WORD	OP	trump	chatter	ctrl	4,07	5	7	3,26	9	9	B	eng
111099	99	WORD	OP	unit	united	rel	4,58	4	6	5,06	15	2	A	eng
121099	99	WORD	OP	unit	others	ctrl	4,58	4	6	5,13	15	2	B	eng
111100	100	WORD	OP	whisk	whisker	rel	3,82	5	7	3,1	3	4	A	eng
121100	100	WORD	OP	whisk	coyness	ctrl	3,82	5	7	1,65	3	0	B	eng
121101	101	WORD	OR	again	perhaps	ctrl	5,84	5	7	5,23	3	0	A	eng
111101	101	WORD	OR	again	against	rel	5,84	5	7	5,53	3	0	B	eng
121102	102	WORD	OR	append	believer	ctrl	1,65	6	8	3,5	2	4	A	eng
111102	102	WORD	OR	append	appendix	rel	1,65	6	8	3,03	2	0	B	eng
121103	103	WORD	OR	arse	timidly	ctrl	4,04	4	7	1,77	19	0	A	eng
111103	103	WORD	OR	arse	arsenal	rel	4,04	4	7	4,11	19	0	B	eng
121104	104	WORD	OR	basil	benignly	ctrl	4,09	5	8	1,87	12	0	A	eng
111104	104	WORD	OR	basil	basilisk	rel	4,09	5	8	1,87	12	0	B	eng
121105	105	WORD	OR	broth	warfare	ctrl	3,49	5	7	3,62	6	0	A	eng
111105	105	WORD	OR	broth	brothel	rel	3,49	5	7	3,12	6	1	B	eng
121106	106	WORD	OR	candid	epileptic	ctrl	3,02	6	9	2,74	0	0	A	eng
111106	106	WORD	OR	candid	candidacy	rel	3,02	6	9	2,63	0	0	B	eng
121107	107	WORD	OR	colon	ability	ctrl	2,98	5	7	4,64	12	1	A	eng
111107	107	WORD	OR	colon	colonel	rel	2,98	5	7	4,32	12	2	B	eng
121108	108	WORD	OR	comma	equally	ctrl	2,81	5	7	4,23	6	1	A	eng
111108	108	WORD	OR	comma	command	rel	2,81	5	7	4,25	6	2	B	eng
121109	109	WORD	OR	demon	instruction	ctrl	3,53	5	11	3,55	16	0	A	eng
111109	109	WORD	OR	demon	demonstrate	rel	3,53	5	11	4,09	16	1	B	eng
121110	110	WORD	OR	elect	suburban	ctrl	3,63	5	8	3,4	3	0	A	eng
111110	110	WORD	OR	elect	electron	rel	3,63	5	8	3,24	3	1	B	eng
121111	111	WORD	OR	ether	rumbling	ctrl	2,91	5	8	3,32	8	7	A	eng
111111	111	WORD	OR	ether	ethereal	rel	2,91	5	8	2,64	8	0	B	eng
121112	112	WORD	OR	extra	justify	ctrl	5,02	5	7	3,86	2	0	A	eng
111112	112	WORD	OR	extra	extract	rel	5,02	5	7	3,76	2	1	B	eng
121113	113	WORD	OR	fuse	citation	ctrl	3,66	4	8	2,42	15	0	A	eng
111113	113	WORD	OR	fuse	fuselage	rel	3,66	4	8	2,89	15	0	B	eng
121114	114	WORD	OR	intern	revolutionary	ctrl	2,82	6	13	3,92	3	1	A	eng
111114	114	WORD	OR	intern	international	rel	2,82	6	13	4,97	3	0	B	eng
121115	115	WORD	OR	invest	anaesthetic	ctrl	4,35	6	11	3,67	5	1	A	eng
111115	115	WORD	OR	invest	investigate	rel	4,35	6	11	4,3	5	0	B	eng
121116	116	WORD	OR	neigh	struggled	ctrl	3,07	5	9	4,16	7	3	A	eng
111116	116	WORD	OR	neigh	neighbour	rel	3,07	5	9	4,24	7	0	B	eng
121117	117	WORD	OR	parent	lectureship	ctrl	4,21	6	11	1,6	4	0	A	eng
111117	117	WORD	OR	parent	parenthesis	rel	4,21	6	11	1,39	4	0	B	eng
121118	118	WORD	OR	phone	dreadful	ctrl	5,19	5	8	4,08	7	0	A	eng
111118	118	WORD	OR	phone	phonetic	rel	5,19	5	8	2,61	7	0	B	eng
121119	119	WORD	OR	plain	absurdity	ctrl	4,36	5	9	2,67	12	0	A	eng
111119	119	WORD	OR	plain	plaintiff	rel	4,36	5	9	2,04	12	0	B	eng
121120	120	WORD	OR	stamp	defector	ctrl	4,2	5	8	2,34	5	1	A	eng
111120	120	WORD	OR	stamp	stampede	rel	4,2	5	8	2,94	5	0	B	eng
121121	121	WORD	OR	stub	moisture	ctrl	2,74	4	8	3,88	14	0	A	eng
111121	121	WORD	OR	stub	stubborn	rel	2,74	4	8	3,6	14	0	B	eng
121122	122	WORD	OR	surf	medical	ctrl	3,8	4	7	4,63	11	1	A	eng
111122	122	WORD	OR	surf	surface	rel	3,8	4	7	4,63	11	0	B	eng
121123	123	WORD	OR	surge	novelty	ctrl	3,78	5	7	3,87	6	0	A	eng
111123	123	WORD	OR	surge	surgeon	rel	3,78	5	7	4,02	6	2	B	eng
121124	124	WORD	OR	text	booklet	ctrl	4,4	4	7	3,06	12	0	A	eng
111124	124	WORD	OR	text	textile	rel	4,4	4	7	3,34	12	0	B	eng
121125	125	WORD	OR	villa	grossly	ctrl	4,05	5	7	3,06	13	1	A	eng
111125	125	WORD	OR	villa	villain	rel	4,05	5	7	3,7	13	1	B	eng
111126	126	WORD	OR	butt	button	rel	3,85	4	6	4,46	18	13	A	eng
121126	126	WORD	OR	butt	prayer	ctrl	3,85	4	6	4,08	18	4	B	eng
111127	127	WORD	OR	dial	dialog	rel	3,8	4	6	1,17	19	0	A	eng
121127	127	WORD	OR	dial	lately	ctrl	3,8	4	6	3,88	19	5	B	eng
111128	128	WORD	OR	force	forceps	rel	4,96	5	7	2,82	7	0	A	eng
121128	128	WORD	OR	force	prudish	ctrl	4,96	5	7	2,33	7	1	B	eng
111129	129	WORD	OR	free	freeze	rel	5,25	4	6	4,3	24	4	A	eng
121129	129	WORD	OR	free	golden	ctrl	5,25	4	6	4,62	24	11	B	eng
111130	130	WORD	OR	gala	galaxy	rel	3,32	4	6	3,81	33	0	A	eng
121130	130	WORD	OR	gala	keeper	ctrl	3,32	4	6	4,32	33	5	B	eng
111131	131	WORD	OR	glad	glade	rel	4,85	4	5	3,31	14	10	A	eng
121131	131	WORD	OR	glad	cuffs	ctrl	4,85	4	5	3,02	14	10	B	eng
111132	132	WORD	OR	heave	heaven	rel	3,33	5	6	4,6	8	5	A	eng
121132	132	WORD	OR	heave	firmly	ctrl	3,33	5	6	4	8	2	B	eng
111133	133	WORD	OR	jerk	jerkin	rel	3,55	4	6	2,08	10	3	A	eng
121133	133	WORD	OR	jerk	twisty	ctrl	3,55	4	6	2,98	10	2	B	eng
111134	134	WORD	OR	plus	plush	rel	4,78	4	5	2,98	18	5	A	eng
121134	134	WORD	OR	plus	filmy	ctrl	4,78	4	5	1,3	18	3	B	eng
111135	135	WORD	OR	pub	public	rel	4,71	3	6	5,44	44	0	A	eng
121135	135	WORD	OR	pub	gently	ctrl	4,71	3	6	4,28	44	5	B	eng
111136	136	WORD	OR	pulp	pulpit	rel	3,41	4	6	3	10	0	A	eng
121136	136	WORD	OR	pulp	gifted	ctrl	3,41	4	6	3,63	10	4	B	eng
111137	137	WORD	OR	quart	quartz	rel	2,52	5	6	3,16	8	3	A	eng
121137	137	WORD	OR	quart	roller	ctrl	2,52	5	6	3,95	8	10	B	eng
111138	138	WORD	OR	rabbi	rabbit	rel	3,32	5	6	4,39	1	6	A	eng
121138	138	WORD	OR	rabbi	weekly	ctrl	3,32	5	6	4,02	1	2	B	eng
111139	139	WORD	OR	scrap	scrape	rel	4,14	5	6	3,61	9	4	A	eng
121139	139	WORD	OR	scrap	ninety	ctrl	4,14	5	6	2,71	9	2	B	eng
111140	140	WORD	OR	shove	shovel	rel	3,78	5	6	3,55	8	2	A	eng
121140	140	WORD	OR	shove	tricky	ctrl	3,78	5	6	4,51	8	6	B	eng
111141	141	WORD	OR	shun	shunt	rel	2,81	4	5	2,94	24	4	A	eng
121141	141	WORD	OR	shun	itchy	ctrl	2,81	4	5	3,45	24	3	B	eng
111142	142	WORD	OR	sigh	sight	rel	3,66	4	5	4,64	14	12	A	eng
121142	142	WORD	OR	sigh	happy	ctrl	3,66	4	5	5,56	14	18	B	eng
111143	143	WORD	OR	smug	smuggle	rel	3,45	4	7	3,12	8	1	A	eng
121143	143	WORD	OR	smug	twelfth	ctrl	3,45	4	7	3,2	8	0	B	eng
111144	144	WORD	OR	squaw	squawk	rel	2,11	5	6	3,6	4	2	A	eng
121144	144	WORD	OR	squaw	oddity	ctrl	2,11	5	6	2,79	4	0	B	eng
111145	145	WORD	OR	stir	stirrup	rel	4,18	4	7	2,98	20	1	A	eng
121145	145	WORD	OR	stir	buoyant	ctrl	4,18	4	7	3,32	20	0	B	eng
111146	146	WORD	OR	stun	stunt	rel	3,41	4	5	3,88	19	11	A	eng
121146	146	WORD	OR	stun	misty	ctrl	3,41	4	5	3,59	19	11	B	eng
111147	147	WORD	OR	tact	tactile	rel	2,88	4	7	3,3	18	0	A	eng
121147	147	WORD	OR	tact	spindly	ctrl	2,88	4	7	2,63	18	3	B	eng
111148	148	WORD	OR	twin	twinkle	rel	4,01	4	7	3,91	18	4	A	eng
121148	148	WORD	OR	twin	cheaply	ctrl	4,01	4	7	3,46	18	0	B	eng
111149	149	WORD	OR	twit	twitch	rel	3,15	4	6	3,16	12	1	A	eng
121149	149	WORD	OR	twit	lesser	ctrl	3,15	4	6	3,64	12	7	B	eng
111150	150	WORD	OR	weir	weird	rel	3,53	4	5	4,75	17	2	A	eng
121150	150	WORD	OR	weir	manly	ctrl	3,53	4	5	3,47	17	16	B	eng
112151	151	NONWORD	NA	fids	fatal	rel	NA	4	5	3,95	23	4	A	eng
112151	151	NONWORD	NA	fids	fatal	rel	NA	4	5	3,95	23	4	B	eng
112152	152	NONWORD	NA	ribed	ribbon	rel	NA	5	6	3,58	11	1	A	eng
112152	152	NONWORD	NA	ribed	ribbon	rel	NA	5	6	3,58	11	1	B	eng
112153	153	NONWORD	NA	crony	cranky	rel	NA	5	6	2,75	3	7	A	eng
112153	153	NONWORD	NA	crony	cranky	rel	NA	5	6	2,75	3	7	B	eng
112154	154	NONWORD	NA	meye	crummy	rel	NA	4	6	2,7	10	5	A	eng
122154	154	NONWORD	NA	meye	crummy	ctrl	NA	4	6	2,7	10	5	B	eng
112155	155	NONWORD	NA	esigh	edible	rel	NA	5	6	3,7	0	0	A	eng
122155	155	NONWORD	NA	esigh	edible	ctrl	NA	5	6	3,7	0	0	B	eng
112156	156	NONWORD	NA	gruf	grouse	rel	NA	4	6	3,5	10	4	A	eng
112156	156	NONWORD	NA	gruf	grouse	rel	NA	4	6	3,5	10	4	B	eng
122157	157	NONWORD	NA	tood	awaken	ctrl	NA	4	6	2,7	32	3	A	eng
